Annotated	Significant	Expected	DEG	Term
GO:0102483	45	13	7,9	13	scopolin beta-glucosidase activity
GO:0019904	4	3	0,7	3	protein domain specific binding
GO:0008168	246	75	43,19	75	methyltransferase activity
GO:0010011	8	4	1,4	4	auxin binding
GO:0009011	5	4	0,88	4	starch synthase activity
GO:0051082	114	28	20,01	28	unfolded protein binding
GO:0009044	12	5	2,11	5	xylan 1,4-beta-xylosidase activity
GO:0008184	2	2	0,35	2	glycogen phosphorylase activity
GO:0051753	27	12	4,74	12	mannan synthase activity
GO:0004365	7	4	1,23	4	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
GO:0051011	10	5	1,76	5	microtubule minus-end binding
GO:0051777	2	2	0,35	2	ent-kaurenoate oxidase activity
GO:0042834	2	2	0,35	2	peptidoglycan binding
GO:0008114	2	2	0,35	2	phosphogluconate 2-dehydrogenase activity
GO:0004373	5	5	0,88	5	glycogen (starch) synthase activity
GO:0047834	22	10	3,86	10	D-threo-aldose 1-dehydrogenase activity
GO:0004375	5	3	0,88	3	glycine dehydrogenase (decarboxylating) activity
GO:0004326	4	3	0,7	3	tetrahydrofolylpolyglutamate synthase activity
GO:0051747	2	2	0,35	2	cytosine C-5 DNA demethylase activity
GO:0042802	398	134	69,87	134	identical protein binding
GO:0042803	217	62	38,1	62	protein homodimerization activity
GO:0004672	1059	250	185,91	250	protein kinase activity
GO:0004315	4	4	0,7	4	3-oxoacyl-[acyl-carrier-protein] synthase activity
GO:0047807	2	2	0,35	2	cytokinin 7-beta-glucosyltransferase activity
GO:0004332	8	4	1,4	4	fructose-bisphosphate aldolase activity
GO:0015120	7	4	1,23	4	phosphoglycerate transmembrane transporter activity
GO:0015121	2	2	0,35	2	phosphoenolpyruvate:phosphate antiporter activity
GO:0050135	30	12	5,27	12	NAD(P)+ nucleosidase activity
GO:0004637	2	2	0,35	2	phosphoribosylamine-glycine ligase activity
GO:0046422	2	2	0,35	2	violaxanthin de-epoxidase activity
GO:0046423	4	3	0,7	3	allene-oxide cyclase activity
GO:0016655	43	6	7,55	6	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0003999	5	3	0,88	3	adenine phosphoribosyltransferase activity
GO:0102158	2	2	0,35	2	very-long-chain 3-hydroxyacyl-CoA dehydratase activity
GO:0034237	5	3	0,88	3	protein kinase A regulatory subunit binding
GO:0080062	2	2	0,35	2	cytokinin 9-beta-glucosyltransferase activity
GO:0009882	5	3	0,88	3	blue light photoreceptor activity
GO:0042586	2	2	0,35	2	peptide deformylase activity
GO:0008266	29	16	5,09	16	poly(U) RNA binding
GO:1905538	2	2	0,35	2	polysome binding
GO:0080054	7	4	1,23	4	low-affinity nitrate transmembrane transporter activity
GO:0008289	290	51	50,91	51	lipid binding
GO:0003959	10	5	1,76	5	NADPH dehydrogenase activity
GO:0080079	2	2	0,35	2	cellobiose glucosidase activity
GO:0004462	4	3	0,7	3	lactoylglutathione lyase activity
GO:0003984	3	3	0,53	3	acetolactate synthase activity
GO:0003989	7	5	1,23	5	acetyl-CoA carboxylase activity
GO:0102148	3	3	0,53	3	N-acetyl-beta-D-galactosaminidase activity
GO:0016631	2	2	0,35	2	enoyl-[acyl-carrier-protein] reductase activity
GO:1990610	2	2	0,35	2	acetolactate synthase regulator activity
GO:0043022	46	13	8,08	13	ribosome binding
GO:0003924	215	59	37,74	59	GTPase activity
GO:0005223	2	2	0,35	2	intracellular cGMP-activated cation channel activity
GO:0043015	7	5	1,23	5	gamma-tubulin binding
GO:0005227	16	7	2,81	7	calcium activated cation channel activity
GO:0048027	8	5	1,4	5	mRNA 5'-UTR binding
GO:0004489	2	2	0,35	2	methylenetetrahydrofolate reductase (NAD(P)H) activity
GO:0080047	2	2	0,35	2	GDP-L-galactose phosphorylase activity
GO:0080048	2	2	0,35	2	GDP-D-glucose phosphorylase activity
GO:0015250	36	16	6,32	16	water channel activity
GO:0016491	1429	380	250,87	380	oxidoreductase activity
GO:0004412	3	3	0,53	3	homoserine dehydrogenase activity
GO:0008934	3	3	0,53	3	inositol monophosphate 1-phosphatase activity
GO:0019843	75	32	13,17	32	rRNA binding
GO:0016464	9	7	1,58	7	chloroplast protein-transporting ATPase activity
GO:0005200	31	18	5,44	18	structural constituent of cytoskeleton
GO:0004400	2	2	0,35	2	histidinol-phosphate transaminase activity
GO:1990465	2	2	0,35	2	aldehyde oxygenase (deformylating) activity
GO:0047364	3	3	0,53	3	desulfoglucosinolate sulfotransferase activity
GO:0030170	90	38	15,8	38	pyridoxal phosphate binding
GO:0102250	2	2	0,35	2	linear malto-oligosaccharide phosphorylase activity
GO:0042389	12	6	2,11	6	omega-3 fatty acid desaturase activity
GO:0003755	58	31	10,18	31	peptidyl-prolyl cis-trans isomerase activity
GO:0102229	8	4	1,4	4	amylopectin maltohydrolase activity
GO:0003777	33	14	5,79	14	microtubule motor activity
GO:0052793	12	7	2,11	7	pectin acetylesterase activity
GO:0003725	19	7	3,34	7	double-stranded RNA binding
GO:0003727	74	29	12,99	29	single-stranded RNA binding
GO:0008017	172	66	30,2	66	microtubule binding
GO:0003729	1716	419	301,25	419	mRNA binding
GO:0047334	4	3	0,7	3	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0008725	11	6	1,93	6	DNA-3-methyladenine glycosylase activity
GO:2001070	11	9	1,93	9	starch binding
GO:0004185	54	16	9,48	16	serine-type carboxypeptidase activity
GO:0003735	340	153	59,69	153	structural constituent of ribosome
GO:0005034	4	3	0,7	3	osmosensor activity
GO:0004176	36	11	6,32	11	ATP-dependent peptidase activity
GO:0050017	3	3	0,53	3	L-3-cyanoalanine synthase activity
GO:0004121	2	2	0,35	2	cystathionine beta-lyase activity
GO:0004124	9	7	1,58	7	cysteine synthase activity
GO:0015026	4	3	0,7	3	coreceptor activity
GO:0004148	4	3	0,7	3	dihydrolipoyl dehydrogenase activity
