Annotated	Significant	Expected	DEG	Term
GO:0016807	2	2	0,4	2	cysteine-type carboxypeptidase activity
GO:0004575	12	6	2,37	6	sucrose alpha-glucosidase activity
GO:0043130	73	31	14,43	31	ubiquitin binding
GO:0080109	3	3	0,59	3	indole-3-acetonitrile nitrile hydratase activity
GO:0047893	11	5	2,17	5	flavonol 3-O-glucosyltransferase activity
GO:0008194	304	91	60,09	91	UDP-glycosyltransferase activity
GO:0008198	20	8	3,95	8	ferrous iron binding
GO:0008199	11	5	2,17	5	ferric iron binding
GO:0005199	31	22	6,13	22	structural constituent of cell wall
GO:0019900	133	37	26,29	37	kinase binding
GO:0010013	2	2	0,4	2	N-1-naphthylphthalamic acid binding
GO:0102420	8	6	1,58	6	sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
GO:0009044	12	6	2,37	6	xylan 1,4-beta-xylosidase activity
GO:0004693	32	11	6,33	11	cyclin-dependent protein serine/threonine kinase activity
GO:0004364	63	27	12,45	27	glutathione transferase activity
GO:0008177	7	4	1,38	4	succinate dehydrogenase (ubiquinone) activity
GO:0004366	8	6	1,58	6	glycerol-3-phosphate O-acyltransferase activity
GO:0015193	4	3	0,79	3	L-proline transmembrane transporter activity
GO:0051787	21	8	4,15	8	misfolded protein binding
GO:0004356	6	4	1,19	4	glutamate-ammonia ligase activity
GO:0008113	9	5	1,78	5	peptide-methionine (S)-S-oxide reductase activity
GO:0004383	5	4	0,99	4	guanylate cyclase activity
GO:0019786	2	2	0,4	2	Atg8-specific protease activity
GO:0019788	2	2	0,4	2	NEDD8 transferase activity
GO:1902417	2	2	0,4	2	(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity
GO:0004657	2	2	0,4	2	proline dehydrogenase activity
GO:0019776	3	3	0,59	3	Atg8 ligase activity
GO:0019779	3	3	0,59	3	Atg8 activating enzyme activity
GO:0004683	47	20	9,29	20	calmodulin-dependent protein kinase activity
GO:0008138	22	12	4,35	12	protein tyrosine/serine/threonine phosphatase activity
GO:0042802	398	102	78,67	102	identical protein binding
GO:0004674	784	262	154,97	262	protein serine/threonine kinase activity
GO:0034256	2	2	0,4	2	chlorophyll(ide) b reductase activity
GO:0004620	60	25	11,86	25	phospholipase activity
GO:0031267	28	12	5,53	12	small GTPase binding
GO:0004345	6	4	1,19	4	glucose-6-phosphate dehydrogenase activity
GO:0015171	79	29	15,62	29	amino acid transmembrane transporter activity
GO:0004612	2	2	0,4	2	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0004300	9	7	1,78	7	enoyl-CoA hydratase activity
GO:0004305	4	3	0,79	3	ethanolamine kinase activity
GO:0015137	2	2	0,4	2	citrate transmembrane transporter activity
GO:0003993	45	14	8,89	14	acid phosphatase activity
GO:0003995	3	3	0,59	3	acyl-CoA dehydrogenase activity
GO:0031219	2	2	0,4	2	levanase activity
GO:1990380	4	3	0,79	3	Lys48-specific deubiquitinase activity
GO:1990381	4	4	0,79	4	ubiquitin-specific protease binding
GO:0016682	29	13	5,73	13	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0080061	4	4	0,79	4	indole-3-acetonitrile nitrilase activity
GO:0004496	3	3	0,59	3	mevalonate kinase activity
GO:0008252	12	4	2,37	4	nucleotidase activity
GO:0003950	9	5	1,78	5	NAD+ ADP-ribosyltransferase activity
GO:0005253	26	5	5,14	5	anion channel activity
GO:0003958	4	3	0,79	3	NADPH-hemoprotein reductase activity
GO:0008270	623	153	123,14	153	zinc ion binding
GO:0003978	9	8	1,78	8	UDP-glucose 4-epimerase activity
GO:0016303	2	2	0,4	2	1-phosphatidylinositol-3-kinase activity
GO:0008970	16	8	3,16	8	phospholipase A1 activity
GO:0051879	12	6	2,37	6	Hsp90 protein binding
GO:0003924	215	69	42,5	69	GTPase activity
GO:0080043	64	20	12,65	20	quercetin 3-O-glucosyltransferase activity
GO:0080044	55	18	10,87	18	quercetin 7-O-glucosyltransferase activity
GO:0005215	1291	368	255,18	368	transporter activity
GO:0005216	147	42	29,06	42	ion channel activity
GO:0008233	499	148	98,63	148	peptidase activity
GO:0004449	6	4	1,19	4	isocitrate dehydrogenase (NAD+) activity
GO:0004439	16	7	3,16	7	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity
GO:0034722	4	3	0,79	3	gamma-glutamyl-peptidase activity
GO:0005096	60	24	11,86	24	GTPase activator activity
GO:0008909	2	2	0,4	2	isochorismate synthase activity
GO:0015248	12	6	2,37	6	sterol transporter activity
GO:0004402	24	10	4,74	10	histone acetyltransferase activity
GO:0030170	90	28	17,79	28	pyridoxal phosphate binding
GO:0047372	21	10	4,15	10	acylglycerol lipase activity
GO:0004197	71	35	14,03	35	cysteine-type endopeptidase activity
GO:0015095	21	11	4,15	11	magnesium ion transmembrane transporter activity
GO:0020037	375	88	74,12	88	heme binding
GO:0052901	3	3	0,59	3	spermine:oxygen oxidoreductase (spermidine-forming) activity
GO:0052902	2	2	0,4	2	spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity
GO:0052903	2	2	0,4	2	N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity
GO:0052904	2	2	0,4	2	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity
GO:0003779	120	35	23,72	35	actin binding
GO:0004165	5	4	0,99	4	dodecenoyl-CoA delta-isomerase activity
GO:0003712	167	52	33,01	52	transcription coregulator activity
GO:0003713	48	18	9,49	18	transcription coactivator activity
GO:0047617	10	5	1,98	5	acyl-CoA hydrolase activity
GO:0008732	2	2	0,4	2	L-allo-threonine aldolase activity
GO:0015079	60	21	11,86	21	potassium ion transmembrane transporter activity
GO:0000386	2	2	0,4	2	second spliceosomal transesterification activity
GO:0003700	1667	403	329,5	403	DNA-binding transcription factor activity
GO:0051539	49	15	9,69	15	4 iron, 4 sulfur cluster binding
GO:0004149	2	2	0,4	2	dihydrolipoyllysine-residue succinyltransferase activity
GO:0102797	2	2	0,4	2	geranial:oxygen oxidoreductase activity
GO:0102798	2	2	0,4	2	heptaldehyde:oxygen oxidoreductase activity
