TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0008283", "cell population proliferation", 0.0973451371299947, 8.38823582748148, -3.31154621577776, 4.37230430181289, -1.79407568961167, 0.992903503537638, 0.00928381, null, False
"GO:0009718", "anthocyanin-containing compound biosynthetic process", 0.00342025687616208, 6.20181318985312, -5.21670518747288, 2.91855453055027, -3.59791442027991, 0.973592643088006, 0.01782626, null, False
"GO:0046777", "protein autophosphorylation", 0.0790789826536798, -5.77064787805071, 0.70373597781507, 4.28205537068371, -8.2968035426146, 0.918428423852998, 0.03924066, null, False
"GO:0005985", "sucrose metabolic process", 0.0281179813478687, 6.45682315316317, -4.49698187940649, 3.83301954707653, -2.8806495617533, 0.967908409486942, 0.04464398, null, False
"GO:0072593", "reactive oxygen species metabolic process", 0.279139225439045, 7.00881922948629, -5.47457686461693, 4.82979890788331, -1.62878047831862, 0.970683570933845, 0.04912902, null, False
"GO:0006629", "lipid metabolic process", 4.3305532868586, 7.4411865339069, -4.18816222608566, 6.02051541325903, -4.8155948914021, 0.969046742183744, 0.06651469, null, False
"GO:0009058", "biosynthetic process", 24.5555277051547, 8.10223808985569, -3.66626970692522, 6.77412095683499, -1.7439360290899, 0.978581819193519, 0.07629337, null, False
"GO:0006099", "tricarboxylic acid cycle", 0.547166746775582, 6.06549458338879, -6.42992208752509, 5.12209458665147, -4.09654462003595, 0.959452480848082, 0.08192739, null, False
"GO:0009697", "salicylic acid biosynthetic process", 0.00216037964520866, -5.04981329087899, -3.35186973821653, 2.71933128698373, -3.48517700034012, 0.928394266009599, 0.1057455, null, False
"GO:0010143", "cutin biosynthetic process", 0.00282542959335129, -1.55179551522132, 0.838641250171269, 2.83569057149243, -1.49599420157589, 0.965905492882274, 0.1071127, null, False
"GO:1900057", "positive regulation of leaf senescence", 0.000404813011912903, -1.03390489236691, -6.41213201177006, 1.99563519459755, -3.88687835119741, 0.901469929289594, 0.10937664, null, False
"GO:1900056", "negative regulation of leaf senescence", 0.000404813011912903, null, null, 1.99563519459755, -2.43317988702894, 0.905265483158986, 0.90544758, 1900057, True
"GO:1902457", "negative regulation of stomatal opening", 0.000107399370507505, -1.73257750883732, -7.3346950323573, 1.43136376415899, -2.83258915732823, 0.918913683404197, 0.109744, null, False
"GO:0090333", "regulation of stomatal closure", 0.00330872676063506, null, null, 2.90417436828416, -2.36702061368429, 0.930547621520608, 0.77818675, 1902457, True
"GO:0006749", "glutathione metabolic process", 0.471739342719157, -3.91398785211782, -0.768149561353404, 5.05767751254672, -4.88941667239466, 0.931737517407409, 0.12130795, null, False
"GO:0043547", "positive regulation of GTPase activity", 0.0923469356563762, 2.1395157865234, -3.66711823037405, 4.34941352681473, -3.4953665100631, 0.916717657150819, 0.13503501, null, False
"GO:0071902", "positive regulation of protein serine/threonine kinase activity", 0.046268474963637, null, null, 4.04929556833272, -1.41615464005108, 0.872285460151524, 0.77371812, 43547, True
"GO:0090630", "activation of GTPase activity", 0.0233552323403628, null, null, 3.75243260926147, -1.82443491600834, 0.922988400359605, 0.83917502, 43547, True
"GO:0010119", "regulation of stomatal movement", 0.00858781889558088, 2.94496148690936, -4.15422256205533, 3.31806333496276, -2.46873666389605, 0.930615977696729, 0.13739644, null, False
"GO:0060968", "regulation of gene silencing", 0.0256436650811766, 1.23557573211082, -3.98981259162081, 3.79302165984598, -1.80463801427749, 0.918038519779117, 0.14724863, null, False
"GO:0033358", "UDP-L-arabinose biosynthetic process", 3.71767051756748E-05, -5.27437885188195, -1.16224303269118, 1, -2.84008123810253, 0.939028667114625, 0.17505466, null, False
"GO:0006624", "vacuolar protein processing", 0.00287499853358552, -5.04269154758133, 1.47952638135201, 2.84323277809801, -2.02326508533974, 0.937180132476345, 0.18071472, null, False
"GO:0051726", "regulation of cell cycle", 0.553742892846657, 2.20562646956486, -4.78869420988119, 5.12728301699039, -1.76576827438783, 0.910378175575637, 0.19065937, null, False
"GO:0010496", "intercellular transport", 0.00460991144178368, -2.45185642833561, 3.31929284378431, 3.04805317311561, -1.50920779201145, 0.956662057086917, 0.194113, null, False
"GO:0080164", "regulation of nitric oxide metabolic process", 0.00838954313464395, 0.264624444076205, -3.73808495369173, 3.30792370361188, -1.41615464005108, 0.924815380973243, 0.19935413, null, False
"GO:0006369", "termination of RNA polymerase II transcription", 0.016056205890872, -3.47201311879483, -0.0578349358660932, 3.58972625625424, -1.80380095992488, 0.928885214832137, 0.229587, null, False
"GO:0006623", "protein targeting to vacuole", 0.0464254432743788, -2.98356691846088, 4.80530273030574, 4.05076631123304, -6.20579076464203, 0.883490640911013, 0.23166994, null, False
"GO:0071211", "protein targeting to vacuole involved in autophagy", 0.00101616327480178, null, null, 2.39269695325967, -1.41615464005108, 0.814441558566296, 0.75765339, 6623, True
"GO:0006896", "Golgi to vacuole transport", 0.014560876193806, null, null, 3.5472823079633, -1.41528810819024, 0.900510050145953, 0.76462851, 6623, True
"GO:0045324", "late endosome to vacuole transport", 0.045504287135026, null, null, 4.04206334943216, -5.86483828538674, 0.895609574065821, 0.82131419, 6623, True
"GO:0032258", "cytoplasm to vacuole transport by the Cvt pathway", 0.00451490430633473, null, null, 3.03901732199741, -1.41615464005108, 0.860690057837791, 0.82156102, 6623, True
"GO:0043328", "protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway", 0.023817875782549, null, null, 3.7609499514109, -3.17692806600044, 0.756556539782801, 0.90686105, 6623, True
"GO:0032511", "late endosome to vacuole transport via multivesicular body sorting pathway", 0.0386265966775261, null, null, 3.97090449815378, -1.98219504440016, 0.893621322770103, 0.95186773, 6623, True
"GO:0032509", "endosome transport via multivesicular body sorting pathway", 0.0446409614259464, null, null, 4.03374533601397, -2.02708690657867, 0.899723701077078, 0.95733369, 6623, True
"GO:1902418", "(+)-abscisic acid D-glucopyranosyl ester transmembrane transport", 2.06537250975971E-05, -4.92922757978474, 3.4883738506826, 0.778151250383644, -1.41615464005108, 0.95529271056833, 0.23279818, null, False
"GO:0040029", "regulation of gene expression, epigenetic", 0.0660010439218813, 0.962867849074241, -4.10165846939781, 4.20354959675074, -1.41573209699454, 0.915062160889666, 0.23942157, null, False
"GO:0042128", "nitrate assimilation", 0.0751630363751754, -5.47685681118751, -4.01265228746559, 4.25999979508189, -2.20825557021381, 0.942489271432113, 0.24150504, null, False
"GO:0044375", "regulation of peroxisome size", 0.00204884952968163, 0.956385344592764, 2.77495768066738, 2.69635638873333, -2.37286605164802, 0.874016061416521, 0.25403878, null, False
"GO:0070588", "calcium ion transmembrane transport", 0.195326408992995, -4.12960114415625, 4.76811671463861, 4.67474176221222, -2.65043070430278, 0.936305193588658, 0.26337011, null, False
"GO:1903648", "positive regulation of chlorophyll catabolic process", 1.23922350585583E-05, -1.81237676633544, -6.66778200848475, 0.602059991327962, -1.41615464005108, 0.917517872795223, 0.26669464, null, False
"GO:0006897", "endocytosis", 0.271261894686821, -3.390903505834, 5.37845095322448, 4.81736701628759, -1.97485055038367, 0.923985332258636, 0.27187315, null, False
"GO:0030574", "collagen catabolic process", 0.00839780462468299, -3.94306850927763, -5.90678030244267, 3.30835094858673, -2.2075810955232, 0.920909832033916, 0.28468712, null, False
"GO:0000266", "mitochondrial fission", 0.0158455378948765, 1.14801734378331, 5.80671135365443, 3.58399179919832, -4.13622046890774, 0.913985687425325, 0.28502218, null, False
"GO:0016311", "dephosphorylation", 1.6037576230834, -6.50878305548069, 0.0958530596443072, 5.5891114644006, -1.83029961355398, 0.946024235767464, 0.29938447, null, False
"GO:0015854", "guanine transport", 0.000900502414255234, -4.06449639483661, 3.49584084825429, 2.34044411484012, -1.41626048622617, 0.947452880823402, 0.30252439, null, False
"GO:0015853", "adenine transport", 0.000892240924216195, null, null, 2.33645973384853, -1.41626048622617, 0.947475180866933, 0.78584596, 15854, True
"GO:0010188", "response to microbial phytotoxin", 0.00035524407167867, 6.49984626711855, 2.24480618927896, 1.93951925261862, -1.80380095992488, 0.89163403030506, 0.30449087, null, False
"GO:0015770", "sucrose transport", 0.00479166422264253, -3.3499056729608, 3.64129460236244, 3.06483221973857, -2.01811674157325, 0.947662418078755, 0.30475673, null, False
"GO:0080144", "amino acid homeostasis", 0.00137553809149997, 0.24690556929055, -0.893557434543687, 2.52374646681156, -1.80380095992488, 0.926057640613196, 0.31431335, null, False
"GO:0006844", "acyl carnitine transport", 0.00215211815516962, -3.6551399067329, 3.51874898833931, 2.71767050300226, -1.41615464005108, 0.948024607113031, 0.31683241, null, False
"GO:0035556", "intracellular signal transduction", 3.95033060004689, 4.20740527692347, -2.00910027020256, 5.98060550913827, -4.6375544871764, 0.76193460730202, 0.32514858, null, False
"GO:0007165", "signal transduction", 7.31364928685992, null, null, 6.24810598806538, -2.88080385167922, 0.749910936856348, 0.82245574, 35556, True
"GO:0010031", "circumnutation", 0.000384159286815306, 5.39928871152845, 5.50596437680287, 1.9731278535997, -1.50852231635524, 0.959750230157, 0.33069131, null, False
"GO:1902074", "response to salt", 0.00221407933046241, 5.56514164758429, 1.43722074504481, 2.72997428569956, -1.89631254097803, 0.883715126050698, 0.33319402, null, False
"GO:0051259", "protein complex oligomerization", 0.180373112022335, 0.938903370648699, 6.30349498726566, 4.6401533561485, -2.24353424816825, 0.915830306716784, 0.33336277, null, False
"GO:0006542", "glutamine biosynthetic process", 0.0848992023861827, -5.16099816017107, -3.0382022378739, 4.31289635219171, -1.50852231635524, 0.920897044821166, 0.33387981, null, False
"GO:0051245", "negative regulation of cellular defense response", 8.26149003903885E-06, 0.269205307840054, -7.66091603792064, 0.477121254719662, -2.12433690565422, 0.889446273757779, 0.33714702, null, False
"GO:0050832", "defense response to fungus", 0.0366727542832934, 7.04149781691262, -0.0564918618216314, 3.94836405598837, -19.3275517758875, 0.831744730985626, 0.35086679, null, False
"GO:0042742", "defense response to bacterium", 0.114186184574575, null, null, 4.44160088429693, -17.0145832926214, 0.819729020432246, 0.70861977, 50832, True
"GO:0009615", "response to virus", 0.167819777908016, null, null, 4.60882544377996, -3.1230343835712, 0.836396372987454, 0.76645516, 50832, True
"GO:0045087", "innate immune response", 0.141176472532115, null, null, 4.53374664544215, -6.57712425513554, 0.819026514746562, 0.78023487, 50832, True
"GO:0051607", "defense response to virus", 0.146930600344306, null, null, 4.55109607458632, -1.71080942009946, 0.818572334154873, 0.79526791, 50832, True
"GO:0002238", "response to molecule of fungal origin", 0.00163990577274921, null, null, 2.59988307207369, -2.9021675204015, 0.83277813699316, 0.81851662, 50832, True
"GO:0071219", "cellular response to molecule of bacterial origin", 0.0244416182804964, null, null, 3.77217496082461, -1.50888796906745, 0.801442313298825, 0.8386422, 50832, True
"GO:0002237", "response to molecule of bacterial origin", 0.0413859343505651, null, null, 4.00086772153123, -5.79922204576726, 0.801862327066374, 0.86896637, 50832, True
"GO:0051707", "response to other organism", 0.623911858493233, null, null, 5.17909772763734, -2.39178946429594, 0.821540666242683, 0.87987444, 50832, True
"GO:0009617", "response to bacterium", 0.176523257664143, null, null, 4.63078370829516, -2.26871925869235, 0.835868939188482, 0.88377131, 50832, True
"GO:0098542", "defense response to other organism", 0.534625804896321, null, null, 5.11202488473949, -1.46696178350085, 0.803493493443586, 0.97877457, 50832, True
"GO:0043090", "amino acid import", 0.0130077160664667, -3.77273610820957, 3.93397530878774, 3.4983105537896, -1.41633228222946, 0.940805141430417, 0.35112397, null, False
"GO:0006357", "regulation of transcription by RNA polymerase II", 1.73988219445664, 1.5676793901798, -4.71187353686827, 5.62449248684792, -3.73737815447197, 0.889311647031642, 0.35250556, null, False
"GO:0080092", "regulation of pollen tube growth", 0.000660919203123108, 3.9053201234526, -5.82338702174189, 2.20682587603185, -3.81228779099157, 0.904718433840929, 0.35457949, null, False
"GO:0006012", "galactose metabolic process", 0.114776881112367, -5.14902143396272, -4.38355906653244, 4.44384166107116, -2.06320759920412, 0.951073803438746, 0.35480274, null, False
"GO:0009751", "response to salicylic acid", 0.00772449318650132, 5.97556564062578, 1.28254413825928, 3.27207378750001, -11.9655149362275, 0.848687464151107, 0.35611888, null, False
"GO:1990414", "replication-born double-strand break repair via sister chromatid exchange", 0.00409356831434375, 4.89340127082039, 0.290545281268303, 2.99651167215418, -2.24377344493479, 0.834771556713441, 0.35654742, null, False
"GO:0042939", "tripeptide transport", 0.0200299825996497, -3.42889764505642, 3.96188147692892, 3.68574173860226, -2.12439346401215, 0.941361869007207, 0.36048583, null, False
"GO:1900409", "positive regulation of cellular response to oxidative stress", 4.95689402342331E-05, -0.0237629195769246, -7.18648390749144, 1.11394335230684, -1.41615464005108, 0.883054730627259, 0.3683259, null, False
"GO:0060151", "peroxisome localization", 0.000512212382420408, -2.51655044161954, 6.11660459109288, 2.09691001300806, -2.12433690565422, 0.924403749094836, 0.36853917, null, False
"GO:0016567", "protein ubiquitination", 0.885813484965823, -5.482157067655, 1.28255468056994, 5.33131592468223, -8.25595759772172, 0.904951103726947, 0.36917208, null, False
"GO:0000209", "protein polyubiquitination", 0.0869976208560986, null, null, 4.32349960843175, -4.18111070288806, 0.918859395458765, 0.77863316, 16567, True
"GO:0016579", "protein deubiquitination", 0.24617174943826, null, null, 4.77521711148143, -5.55124589591537, 0.903308454261489, 0.80728641, 16567, True
"GO:0071108", "protein K48-linked deubiquitination", 0.0219879557389019, null, null, 3.72623804680264, -2.37286605164802, 0.916995532690566, 0.81820143, 16567, True
"GO:0007033", "vacuole organization", 0.0905500615728853, 0.839604399587987, 5.92930839748873, 4.34088017341365, -3.55321586930388, 0.918204530436677, 0.38145557, null, False
"GO:2000280", "regulation of root development", 0.00304022833436629, 3.96916932373843, -4.8641000366623, 2.86746748785905, -1.68024733501655, 0.922991524103335, 0.38659866, null, False
"GO:0010256", "endomembrane system organization", 0.239504726976756, 0.753008570072742, 6.19228179868945, 4.7632931915982, -1.47833543229742, 0.923859574844048, 0.38701361, null, False
"GO:0010120", "camalexin biosynthetic process", 0.000177622035839335, -2.9570527883386, -1.07349973133678, 1.64345267648619, -4.28443683779513, 0.937118988631207, 0.38802365, null, False
"GO:0019483", "beta-alanine biosynthetic process", 0.00335003421083025, -5.4569897655999, -3.5812524195717, 2.90955602924118, -1.41629456190151, 0.935803916328717, 0.3881398, null, False
"GO:0009611", "response to wounding", 0.102041794217188, 7.00174456256323, 0.32653766152012, 4.39276727865564, -18.0393814007705, 0.864694089151819, 0.39366875, null, False
"GO:0006672", "ceramide metabolic process", 0.076575751171851, -6.43683224180051, -1.7032201009411, 4.26808630444738, -2.12572221213117, 0.91475801020914, 0.39401258, null, False
"GO:0046512", "sphingosine biosynthetic process", 0.00488254061307196, null, null, 3.07298474462793, -1.52126344454882, 0.909993945381747, 0.74952789, 6672, True
"GO:0046513", "ceramide biosynthetic process", 0.0349998025503881, null, null, 3.92808845966497, -1.39920307575106, 0.911707919058754, 0.8470897, 6672, True
"GO:0009860", "pollen tube growth", 0.00480405645770109, 4.05910422410964, 6.01726054868103, 3.06595298031387, -3.26658234873563, 0.91637900940462, 0.40421429, null, False
"GO:0009846", "pollen germination", 0.00392833851356297, null, null, 2.97863694838447, -3.00553596606105, 0.936653540948595, 0.72194351, 9860, True
"GO:0048767", "root hair elongation", 0.00190840419901797, null, null, 2.66558099101795, -1.67724216531477, 0.920739845153771, 0.80094883, 9860, True
"GO:0090213", "regulation of radial pattern formation", 0.000103268625487986, 5.34891630784718, -5.74428076707698, 1.41497334797082, -1.41615464005108, 0.935578937670623, 0.40425348, null, False
"GO:0003400", "regulation of COPII vesicle coating", 0.00253214669696541, 3.74566520911378, -6.4943717547426, 2.78816837114117, -1.50852231635524, 0.921101065261597, 0.40599945, null, False
"GO:0009410", "response to xenobiotic stimulus", 0.0757578636579862, 5.96445120994003, 0.891805342651064, 4.26342301086739, -1.59149155544012, 0.858912278244524, 0.40732574, null, False
"GO:0015692", "lead ion transport", 0.00028915215136636, -5.08119025316413, 4.28758406711582, 1.85125834871908, -2.2075810955232, 0.960198495976769, 0.40904491, null, False
"GO:0045332", "phospholipid translocation", 0.038060684609852, -0.570266284559404, 3.07401294647238, 3.96449533955509, -2.96904826119359, 0.788546868545469, 0.41144711, null, False
"GO:0033356", "UDP-L-arabinose metabolic process", 0.0012970539361291, -5.5539472245539, -1.50617898919096, 2.4983105537896, -1.80501047131795, 0.933199438054964, 0.41297303, null, False
"GO:0046685", "response to arsenic-containing substance", 0.0210254921493539, 5.77624672810896, 1.02746698251148, 3.70680309703734, -1.33426730973895, 0.869051091107039, 0.41319657, null, False
"GO:0018105", "peptidyl-serine phosphorylation", 0.0629484233524565, -5.88455236241187, 0.727614555151325, 4.18298496700358, -5.95061693130326, 0.91836451509942, 0.41731579, null, False
"GO:0080024", "indolebutyric acid metabolic process", 0.00014457607568318, -2.63961161964811, -2.39675385813825, 1.55630250076729, -2.2075810955232, 0.880202713028526, 0.4272994, null, False
"GO:0009051", "pentose-phosphate shunt, oxidative branch", 0.00374658573270412, -5.95554169291565, -0.448622381414043, 2.95808584852109, -1.98656367310651, 0.95107245168056, 0.42794401, null, False
"GO:0006511", "ubiquitin-dependent protein catabolic process", 0.709657863608417, -3.74167008199827, -2.61479238703942, 5.23502315949522, -11.2005378716988, 0.823496609182981, 0.43050593, null, False
"GO:0016998", "cell wall macromolecule catabolic process", 0.144022555850564, null, null, 4.54241458174664, -2.90181071977988, 0.854949165960688, 0.70664383, 6511, True
"GO:0043162", "ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway", 0.0313440932081134, null, null, 3.88018455282643, -2.12592107594907, 0.855535435354077, 0.74608721, 6511, True
"GO:0042546", "cell wall biogenesis", 0.883363953169248, null, null, 5.33011331624774, -1.66765431241823, 0.911975071019039, 0.76052555, 6511, True
"GO:0030433", "ubiquitin-dependent ERAD pathway", 0.075613287582303, null, null, 4.26259345802605, -5.45184367388352, 0.682414765132722, 0.80022692, 6511, True
"GO:0030970", "retrograde protein transport, ER to cytosol", 0.0063159091348452, null, null, 3.1846914308176, -1.591240342425, 0.654183295437436, 0.83411743, 6511, True
"GO:0071712", "ER-associated misfolded protein catabolic process", 0.00724119601921755, null, null, 3.24402958903002, -4.21218795499012, 0.717258216874207, 0.84093759, 6511, True
"GO:0010498", "proteasomal protein catabolic process", 0.357123560662552, null, null, 4.9367951384598, -1.92967283699755, 0.832276812004522, 0.88306264, 6511, True
"GO:0043161", "proteasome-mediated ubiquitin-dependent protein catabolic process", 0.301490686739664, null, null, 4.86325146337833, -9.08647774054377, 0.831790703685766, 0.90316272, 6511, True
"GO:0051603", "proteolysis involved in cellular protein catabolic process", 0.896016425164036, null, null, 5.33628958517225, -4.15201480359427, 0.821170226027732, 0.96504234, 6511, True
"GO:0046208", "spermine catabolic process", 0.00100377103974322, -3.9361218641822, -5.59052983930107, 2.38738982633873, -2.2075810955232, 0.893446309516337, 0.43394928, null, False
"GO:0019441", "tryptophan catabolic process to kynurenine", 0.0756587257775178, null, null, 4.26285434541619, -2.2075810955232, 0.828219151715974, 0.71929486, 46208, True
"GO:0046203", "spermidine catabolic process", 0.000123922350585583, null, null, 1.49136169383427, -2.12433690565422, 0.904068402073126, 0.79194847, 46208, True
"GO:0006572", "tyrosine catabolic process", 0.0273496627742381, null, null, 3.82098917641605, -2.2075810955232, 0.85169718970924, 0.82845245, 46208, True
"GO:0006597", "spermine biosynthetic process", 0.0118882841661769, null, null, 3.45924166487808, -1.80380095992488, 0.938004341648186, 0.87039288, 46208, True
"GO:0018107", "peptidyl-threonine phosphorylation", 0.0182000625560026, -6.04446178461184, 0.825672077730421, 3.64414305050992, -1.39865595065679, 0.924322782798774, 0.43753004, null, False
"GO:0006646", "phosphatidylethanolamine biosynthetic process", 0.0381391687652228, -6.27018724454002, -0.971381896938634, 3.96538987021512, -1.97954655035395, 0.923275383875881, 0.43781981, null, False
"GO:0055085", "transmembrane transport", 13.6217802288334, -3.39895828161919, 4.82363236617471, 6.51820561297785, -1.56092182879411, 0.923694245981892, 0.44207516, null, False
"GO:0009871", "jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway", 1.65229800780777E-05, 6.21101423303155, -0.181556272173864, 0.698970004336019, -1.591240342425, 0.803522028300475, 0.44233689, null, False
"GO:0050821", "protein stabilization", 0.045289488394011, 0.734657828151971, -2.27965589214316, 4.04000863601354, -2.0981020837186, 0.915076826682839, 0.44380666, null, False
"GO:1902609", "(R)-2-hydroxy-alpha-linolenic acid biosynthetic process", 7.8484155370869E-05, -5.98759307075472, -3.14803412468787, 1.30102999566398, -1.41615464005108, 0.935609649836448, 0.44543661, null, False
"GO:0048015", "phosphatidylinositol-mediated signaling", 0.0495689402342331, 4.66252239145649, -1.61967563848027, 4.07921743574657, -1.46999341944622, 0.821747733076914, 0.4472207, null, False
"GO:0006338", "chromatin remodeling", 0.160933825960477, 0.884245593691279, 5.70131962886135, 4.59063009525248, -1.63177392765546, 0.909060730008638, 0.44725341, null, False
"GO:0016573", "histone acetylation", 0.123224254677284, null, null, 4.47468237035325, -1.54303517700833, 0.852371999787946, 0.73380857, 6338, True
"GO:0016575", "histone deacetylation", 0.0639315406671021, null, null, 4.18971484232368, -1.35356224003697, 0.859094189198653, 0.77739967, 6338, True
"GO:0080173", "male-female gamete recognition during double fertilization forming a zygote and endosperm", 2.8915215136636E-05, 2.59867707445763, 5.88175381871287, 0.903089986991944, -1.41615464005108, 0.893259133966515, 0.45080214, null, False
"GO:0006470", "protein dephosphorylation", 0.683456547949606, -5.53375575801508, 0.469288297366224, 5.21868514560929, -3.47197444112612, 0.90465205393744, 0.45115153, null, False
"GO:1900457", "regulation of brassinosteroid mediated signaling pathway", 0.00136314585644141, 1.31648067382505, -7.26676870246243, 2.51982799377572, -1.59174814609146, 0.894212282397422, 0.45159829, null, False
"GO:0009789", "positive regulation of abscisic acid-activated signaling pathway", 0.00152011416718315, 0.39782807473983, -6.64679355790988, 2.56702636615906, -7.15184639265453, 0.870083888422145, 0.45397117, null, False
"GO:0009788", "negative regulation of abscisic acid-activated signaling pathway", 0.00437445897567107, null, null, 3.02530586526477, -3.16167709955526, 0.864193779771995, 0.90178082, 9789, True
"GO:0048017", "inositol lipid-mediated signaling", 0.0597099192571533, 4.68613506409492, -1.72741791242864, 4.16004813955288, -1.41679390033714, 0.819784261021795, 0.45503341, null, False
"GO:0045892", "negative regulation of transcription, DNA-templated", 0.661935366397909, 1.4489959659291, -5.12780228867749, 5.20478990779684, -3.15914651938042, 0.864110161709961, 0.45618459, null, False
"GO:0000122", "negative regulation of transcription by RNA polymerase II", 0.184103174774961, null, null, 4.64904263408618, -1.34834330643375, 0.873641769451482, 0.88088317, 45892, True
"GO:0006995", "cellular response to nitrogen starvation", 0.00832345121433164, 6.78674029855828, -0.381408418102576, 3.30449052777349, -4.38687113574686, 0.84162246459989, 0.46044246, null, False
"GO:0043562", "cellular response to nitrogen levels", 0.00978986569626103, null, null, 3.37493155397819, -1.98433717302922, 0.856849038394096, 0.74476178, 6995, True
