Annotated	Significant	Expected	DEG	Term
GO:0009533	10	7	1,74	7	chloroplast stromal thylakoid
GO:0009534	464	328	80,96	328	chloroplast thylakoid
GO:0009535	365	257	63,68	257	chloroplast thylakoid membrane
GO:0009536	5614	1988	979,5	1988	plastid
GO:0009538	11	8	1,92	8	photosystem I reaction center
GO:0042555	10	7	1,74	7	MCM complex
GO:0008290	2	2	0,35	2	F-actin capping protein complex
GO:0009503	9	9	1,57	9	thylakoid light-harvesting complex
GO:0009505	393	133	68,57	133	plant-type cell wall
GO:0009506	969	299	169,07	299	plasmodesma
GO:0009507	5187	1881	905	1881	chloroplast
GO:0009508	3	3	0,52	3	plastid chromosome
GO:0009509	3	3	0,52	3	chromoplast
GO:0005618	586	186	102,24	186	cell wall
GO:0010287	68	47	11,86	47	plastoglobule
GO:0099503	175	67	30,53	67	secretory vesicle
GO:0033186	2	2	0,35	2	CAF-1 complex
GO:0005853	4	3	0,7	3	eukaryotic translation elongation factor 1 complex
GO:0005854	7	5	1,22	5	nascent polypeptide-associated complex
GO:0055028	53	25	9,25	25	cortical microtubule
