term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006032,"chitin catabolic process",0.018%, 1.277,-6.580,3.368,-2.6416,0.834,0.360,6032,0
GO:0009082,"branched-chain amino acid biosynthetic process",0.402%, 5.263,-2.186,4.713,-1.4396,0.738,0.363,9082,0
GO:0006979,"response to oxidative stress",0.575%,-6.638,-1.384,4.868,-4.4149,0.790,0.369,6979,0
GO:0006952,"defense response",0.568%,null,null,4.863,-2.0773,0.790,0.570,6979,1
GO:0031640,"killing of cells of other organism",0.019%,-4.266, 4.466,3.389,-3.0609,0.891,0.379,31640,0
GO:0070816,"phosphorylation of RNA polymerase II C-terminal domain",0.022%, 3.280, 4.415,3.455,-1.5748,0.792,0.392,70816,0
GO:0032968,"positive regulation of transcription elongation from RNA polymerase II promoter",0.029%,null,null,3.567,-1.3024,0.813,0.520,70816,1
GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",0.001%,-6.147, 0.451,1.914,-1.5527,0.711,0.401,9862,0
GO:2000022,"regulation of jasmonic acid mediated signaling pathway",0.002%,null,null,2.391,-1.5169,0.726,0.640,9862,1
GO:0050832,"defense response to fungus",0.028%,null,null,3.557,-1.3973,0.807,0.606,9862,1
GO:0015914,"phospholipid transport",0.076%,-2.618, 7.039,3.987,-1.8405,0.873,0.427,15914,0
GO:1903298,"negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway",0.001%,-5.445, 0.634,2.049,-3.2800,0.703,0.434,1903298,0
GO:0048281,"inflorescence morphogenesis",0.000%, 1.012,-0.686,1.591,-1.4298,0.895,0.462,48281,0
GO:0010200,"response to chitin",0.004%,-6.964,-0.118,2.755,-1.4298,0.801,0.479,10200,0
GO:0015996,"chlorophyll catabolic process",0.008%, 2.039,-6.027,3.037,-2.2603,0.770,0.486,15996,0
GO:0009611,"response to wounding",0.127%,-6.323,-1.621,4.212,-3.0119,0.805,0.498,9611,0
