Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr14g1030012.1	Rna polymerase sigma factor sigc"	NA	NA	0.636186773432207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.668917765438492	NA	NA
Niben261Chr14g1215004.1	JmjC domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01398761181978
Niben261Chr17g0199009.1	Protein-serine/threonine phosphatase"	1.12426327256047	1.06683085804349	1.08621159825756	NA	0.773979829120602	NA	NA	NA	NA	NA	NA	NA	NA	-0.611122813533869	NA	NA
Niben261Chr17g0431010.1	Exocyst complex component SEC5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr18g0177012.1	H(+)-exporting diphosphatase"	NA	NA	NA	NA	NA	NA	0.817460954763091	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr18g0318009.1	protein CHLOROPLAST IMPORT APPARATUS 2-like"	NA	NA	NA	1.21004516160891	0.945802873581694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.621077384137909
Niben261Chr18g1109009.1	plastidal glycolate/glycerate translocator 1. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.119620252711	NA	NA
Niben261Chr19g0178004.1	Pentatricopeptide repeat-containing protein At5g39350"	NA	NA	0.617613366935623	NA	0.640106992716485	NA	NA	NA	NA	NA	NA	NA	NA	-0.642891085998071	NA	NA
Niben261Chr19g0704006.1	Gamma-glutamylcyclotransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925959963634557
Niben261Chr19g0762005.1	calmodulin-binding protein 60 A-like"	NA	NA	NA	0.726436634993744	0.67850964244598	0.717402132552992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Scf02413g0000009.1	N-acetyltransferase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.590528395046845
