Annotated	Significant	Expected	Term	pval	Enrichment
GO:0051512	10	1	0.05	positive regulation of unidimensional cell growth	0.0483745392323531	2.82971014492754
GO:0006751	9	1	0.04	glutathione catabolic process	0.0436436839179744	3.14412238325282
GO:1901001	3	1	0.01	negative regulation of response to salt stress	0.0147635393935293	9.43236714975845
GO:0046898	15	2	0.07	response to cycloheximide	0.00244719663585965	3.77294685990338
GO:1901006	8	1	0.04	ubiquinone-6 biosynthetic process	0.0388894489343806	3.53713768115942
GO:0045995	15	2	0.07	regulation of embryonic development	0.00244719663585965	3.77294685990338
GO:0007163	7	2	0.03	establishment or maintenance of cell polarity	0.000502343308715861	8.08488612836439
GO:0080001	14	2	0.07	mucilage extrusion from seed coat	0.00212780460363791	4.04244306418219
GO:0071217	15	2	0.07	cellular response to external biotic stimulus	0.00244719663585965	3.77294685990338
GO:0019509	10	1	0.05	L-methionine salvage from methylthioadenosine	0.0483745392323531	2.82971014492754
GO:0071586	22	2	0.11	CAAX-box protein processing	0.0052629786446486	2.57246376811594
GO:0006662	21	2	0.1	glycerol ether metabolic process	0.00480005061227204	2.69496204278813
GO:0009414	100	5	0.49	response to water deprivation	0.000143695811091582	1.41485507246377
