Annotated	Significant	Expected	Term	pval	Enrichment
GO:0035672	2	1	0.02	oligopeptide transmembrane transport	0.0155898972267622	22.5805084745763
GO:0046686	26	2	0.2	response to cadmium ion	0.017521750628454	3.47392438070404
GO:0034440	39	3	0.31	lipid oxidation	0.00210632598754907	3.47392438070404
GO:0019264	21	2	0.16	glycine biosynthetic process from serine	0.011615463664923	4.30104923325262
GO:0010193	14	2	0.11	response to ozone	0.00521785409060056	6.45157384987893
GO:0006890	32	2	0.25	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	0.0259344022355801	2.82256355932203
GO:0042546	186	5	1.46	cell wall biogenesis	0.016809224438696	1.21400583196647
GO:0019284	6	1	0.05	L-methionine salvage from S-adenosylmethionine	0.046046972932837	7.52683615819209
GO:0019288	6	2	0.05	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	0.000896385393280802	15.0536723163842
GO:0008295	18	6	0.14	spermidine biosynthetic process	3.72615187086186e-09	15.0536723163842
GO:0008299	153	11	1.2	isoprenoid biosynthetic process	1.53364940332849e-05	3.24687049961227
GO:0009800	17	3	0.13	cinnamic acid biosynthetic process	0.000297104521052153	7.96959122632104
GO:0009116	152	7	1.19	nucleoside metabolic process	0.0330068080770747	2.07978367528992
