Annotated	Significant	Expected	Term	pval	Enrichment
GO:0007098	2	1	0.02	centrosome cycle	0.020317849537441	23.4780701754386
GO:0071555	535	22	5.46	cell wall organization	2.4305695446234e-06	1.93090670601738
GO:0009833	13	2	0.13	plant-type primary cell wall biogenesis	0.00752811466784871	7.22402159244265
GO:0006069	3	1	0.03	ethanol oxidation	0.0303218769663056	15.6520467836257
GO:0071586	22	3	0.22	CAAX-box protein processing	0.00140738862611158	6.40311004784689
GO:0006857	56	4	0.57	oligopeptide transport	0.00258395429198421	3.35401002506266
GO:0006071	18	2	0.18	glycerol metabolic process	0.0142789338310068	5.21734892787524
GO:0006021	9	2	0.09	inositol biosynthetic process	0.00356951193832498	10.4346978557505
GO:0050896	4699	57	47.98	response to stimulus	0.000168098276887131	0.569589274313684
GO:0006817	467	10	4.77	phosphate ion transport	0.0227008931161836	1.00548480408731
