Annotated	Significant	Expected	Term	pval	Enrichment
GO:0033384	3	2	0.11	geranyl diphosphate biosynthetic process	0.00390470845900489	7.75555555555556
GO:0033387	1	1	0.04	putrescine biosynthetic process from ornithine	0.0365381818181819	11.6333333333333
GO:0046294	6	3	0.22	formaldehyde catabolic process	0.000895820532589389	5.81666666666667
GO:1902977	1	1	0.04	mitotic DNA replication preinitiation complex assembly	0.0365381818181819	11.6333333333333
GO:0045859	191	8	6.98	regulation of protein kinase activity	0.0140373265286613	0.487260034904014
GO:0033674	46	3	1.68	positive regulation of kinase activity	0.00390821831881221	0.758695652173913
GO:0019521	4	2	0.15	D-gluconate metabolic process	0.0365122774351216	5.81666666666667
GO:0044255	888	63	32.45	cellular lipid metabolic process	0.0083370834019693	0.825337837837838
GO:0015787	3	2	0.11	UDP-glucuronic acid transmembrane transport	0.00390470845900489	7.75555555555556
GO:0015789	3	2	0.11	UDP-N-acetylgalactosamine transmembrane transport	0.00390470845900489	7.75555555555556
GO:0033617	13	3	0.47	mitochondrial cytochrome c oxidase assembly	0.0105742245133429	2.68461538461538
GO:0033619	4	2	0.15	membrane protein proteolysis	0.00762006858844965	5.81666666666667
GO:0046256	1	1	0.04	2,4,6-trinitrotoluene catabolic process	0.0365381818181819	11.6333333333333
