Annotated	Significant	Expected	Term	pval
GO:0000302	75	11	0.62	response to reactive oxygen species	0.00027240140323694
GO:1901671	5	3	0.04	positive regulation of superoxide dismutase activity	5.62937048494515e-06
GO:1901672	2	1	0.02	positive regulation of systemic acquired resistance	0.0165710176296036
GO:0042542	10	4	0.08	response to hydrogen peroxide	9.47307542563293e-07
GO:0042256	4	1	0.03	mature ribosome assembly	0.0328683808967972
GO:0045663	1	1	0.01	positive regulation of myoblast differentiation	0.00832000000000011
GO:0010157	4	2	0.03	response to chlorate	0.000409348676704998
GO:1905870	1	1	0.01	positive regulation of 3'-UTR-mediated mRNA stabilization	0.00832000000000011
GO:0045332	6	1	0.05	phospholipid translocation	0.0488965933438554
GO:0006884	3	2	0.02	cell volume homeostasis	0.000205807205262961
GO:0051085	61	19	0.51	chaperone cofactor-dependent protein refolding	3.60238705062336e-25
GO:0032781	27	2	0.22	positive regulation of ATPase activity	0.0211136762501501
GO:0006821	26	2	0.22	chloride transport	0.0196562034739125
