term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0072318,"clathrin coat disassembly",0.001%, 3.992, 4.885,2.279,-1.3120,0.834,0.357,72318,0
GO:0006572,"tyrosine catabolic process",0.006%, 1.504,-6.627,2.863,-1.6739,0.804,0.362,6572,0
GO:0006355,"regulation of transcription, DNA-templated",9.917%,-1.927,-3.933,6.105,-2.9545,0.750,0.390,6355,0
GO:0042546,"cell wall biogenesis",0.640%, 5.210, 3.240,4.915,-5.1491,0.814,0.417,42546,0
GO:0071555,"cell wall organization",0.709%,null,null,4.959,-3.3520,0.814,0.923,42546,1
GO:0006952,"defense response",0.568%,-7.157, 0.517,4.863,-3.1348,0.780,0.417,6952,0
GO:0046777,"protein autophosphorylation",0.077%, 4.982,-2.379,3.993,-2.8918,0.865,0.456,46777,0
GO:0043928,"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay",0.006%, 0.380,-6.910,2.895,-1.5694,0.833,0.473,43928,0
GO:0042742,"defense response to bacterium",0.097%,-6.785, 0.541,4.097,-2.6780,0.766,0.486,42742,0
GO:0002238,"response to molecule of fungal origin",0.001%,null,null,2.196,-1.5694,0.795,0.815,42742,1
GO:0050832,"defense response to fungus",0.028%,null,null,3.557,-2.6169,0.772,0.808,42742,1
GO:0034976,"response to endoplasmic reticulum stress",0.100%,-7.395, 0.273,4.106,-1.9373,0.771,0.487,34976,0
GO:0071423,"malate transmembrane transport",0.007%, 1.085, 6.932,2.970,-2.4155,0.861,0.496,71423,0
GO:0071456,"cellular response to hypoxia",0.022%,-6.924, 1.060,3.457,-3.5473,0.724,0.497,71456,0
GO:1901002,"positive regulation of response to salt stress",0.001%,-6.492,-0.152,2.137,-1.3120,0.761,0.517,1901002,0
GO:0010200,"response to chitin",0.004%,-6.638, 1.877,2.755,-2.3126,0.804,0.524,10200,0
GO:0030968,"endoplasmic reticulum unfolded protein response",0.027%,-6.687,-0.857,3.548,-1.4645,0.705,0.552,30968,0
GO:0009646,"response to absence of light",0.002%,-6.448, 2.963,2.474,-1.3120,0.810,0.556,9646,0
GO:0031118,"rRNA pseudouridine synthesis",0.005%, 5.329, 0.259,2.838,-1.4701,0.803,0.567,31118,0
GO:0006567,"threonine catabolic process",0.038%, 1.904,-6.443,3.684,-1.4701,0.800,0.582,6567,0
GO:0006271,"DNA strand elongation involved in DNA replication",0.040%, 2.478,-0.704,3.705,-3.7025,0.781,0.598,6271,0
GO:0006270,"DNA replication initiation",0.141%,null,null,4.259,-2.1792,0.777,0.712,6271,1
GO:0006273,"lagging strand elongation",0.024%,null,null,3.495,-1.9567,0.781,0.964,6271,1
GO:0006268,"DNA unwinding involved in DNA replication",0.058%,null,null,3.873,-1.3568,0.736,0.732,6271,1
GO:0080186,"developmental vegetative growth",0.001%,-0.298, 3.906,2.182,-1.4701,0.910,0.612,80186,0
GO:0009415,"response to water",0.026%,-6.784, 1.760,3.526,-2.4200,0.764,0.617,9415,0
GO:0009414,"response to water deprivation",0.022%,null,null,3.453,-1.4733,0.742,0.802,9415,1
GO:0010411,"xyloglucan metabolic process",0.016%, 5.014, 1.268,3.321,-4.9036,0.835,0.670,10411,0
GO:0009969,"xyloglucan biosynthetic process",0.002%,null,null,2.310,-1.4701,0.799,0.738,10411,1
GO:0002758,"innate immune response-activating signal transduction",0.032%,-6.134,-1.066,3.610,-2.4155,0.710,0.686,2758,0
